144	neg	Your grapple hook just went out because your mouse registered two clicks instead of one, and now the cooldown is causing you to fall to your death
145	neg	Going on 45 days now, 14 emails, a tracking number where nothing has shipped and multiple attempts to resolve a warranty claim, as usual, Logitech simply ignores you as user once they run of excuses in their agent script-book
145	neg	I will never buy another Logitech product again
146	neg	I bought this on sale and I'll buy Logitech over the flashy garbage that Razer puts out for gamers any day
146	neg	I decided to move on from the Corsair mouse I liked after I went through two in 4 years
146	neg	When a mouse is ~$100 it shouldn't break from moderate use
146	neg	I was looking for something that felt nice and I could stand it breaking in the next two years
146	pos	The weight adjustment is a nice feature, and the handful of programmable buttons is great
146	pos	I use various macros or prefer to have some oft-used keys on in reach of my thumb quite a bit
146	pos	The G Hub software is easy to use, so getting all set up the way I wanted took less than 20 minutes
146	pos	After I read another review after thinking the scroll wheel just sucked, I was very satisfied
146	pos	I initially thought there was no tactile feedback to the wheel, but there was a button for it
146	pos	It must have come in one position, or I accidentally hit it, but once I clicked it everything felt great
146	neg	My only other issue is I keep accidentally pushing the DPI shift button at the tip of my thumb consistently
146	neg	I can get used to it and adjust, but it's enough to prevent a full five stars
147	neg	The first thing that I thought when I first used the mouse is it's narrow profile, which is much too narrow for the average man's hands, leaving your pinky and ring finger dragging on the desk or struggling to find room to grip the mouse
147	neg	The RGB LEDs are not all that impressive because only two parts of the mouse light up
147	neg	) Another quirk: this mouse is strongly magnetic at the bottom which causes it to stick somewhat to my stainless steel desk
148	pos	It feels great, nostalgic for Proteus Core users and of course with the extra DPI range can make gaming rather engaging albeit a little bit
148	pos	For the time being, I enjoy it and would be open to see what else Logitech would do to top it off
148	neg	UPDATE: So a notable error has occurred that I felt should be brought up to which I have not found a "reliable" solution to yet
148	neg	DO NOT PURCHASE THISUnless you're willing to adapt to its faults
149	neg	The media could not be loaded
149	pos	So far the 502 is living up to the high logitech standards I'm used to
149	neg	I needed a replacement for my old G402, the left button switch was randomly double clicking on single press
149	pos	Just like the 402, the 502 Hero is good for people with larger hands
149	pos	The buttons schemes are almost identical which made the transition to the 502 seamless
149	pos	The shape of the mouse is comfortable and easy to get used to
149	neg	One thing I'm a little apprehensive about is the scroll wheel
149	neg	It rattles around and seems to shake the entire mouse when scrolling in regular mode, not hyperfast mode (free spin)
149	neg	I'll update if it gets worse
149	pos	The feet seem good it glides across my mousepad with ease
149	pos	There is slightly more friction than my old 402, but that may just be because it's not broken in yet
149	pos	All in all it seems like a good buy, but if you get it on sale then it's almost a MUST buy
149	pos	There are enough features for the hard core gamer and it's easy and comfortable enough to use for the average gamer
150	neg	Be aware that the double click issue may not be the hardware, other words the internal micro switch
151	pos	I wasn’t sure if I’d like the DPI shift button or not, and figured I’d just re-bind it to another function, but I actually like it
151	pos	I wish this had one more thumb button, as I tend to bind this to the “inventory” of the games I play
151	pos	The cable is super flexible, so it doesn’t “spring” the mouse when you let go of it, like my old mouse occasionally did
151	pos	The mouse has a decent weight to it without using the supplied weights, but that’s personal preference
151	neg	The mode wheel is a little too stiff for my liking, it really ka-chunk ka-chunks into the detents
151	pos	I have rather large hands and it fits nice in my hand
151	pos	All of the buttons are reachable for me
152	pos	Bought this mouse in hopes to use it and program it for gaming
152	neg	Turns out the onboard memory cannot be programmed for macros or most other useful functions
152	neg	These functions are only available if you have G Hub open at ALL TIMES, which is very annoying
152	neg	This means if you do not have G Hub installed on any of the devices you plan on using this with, it will only do the basic functions of a mouse
152	neg	I tried calling support only to find myself talking to someone who barely spoke English, and he couldn’t give me a good answer on why I can’t program a macro onto my mouse
152	neg	Unless Logitech is able to fix this with an update, I would not recommend this mouse to anyone
153	neg	Low quality materials
153	neg	The wheel barely lasted a month and is now a weighted fly wheel
153	neg	So you end up just unintentionally increasing the DPI setting to ridiculously high settings forcing you to somehow open the utility to fix it
153	neg	Yeah, the software sucks too
153	pos	The only thing decent about this is the magnetic bottom
154	pos	This mouse is super comfortable and fit my hand very well
154	neg	Problem is the main right button was very finicky
154	neg	I need to right click and hold the button for my games to aim and it the mouse would act like I wasn't holding the button down
154	neg	I'd click and hold and it would act like I just clicked sometimes id have to click and hold 2,3,4,5 times before it would work right and let me aim
154	pos	The only fix I could find was to pull the button up gently and then press it back down hard and that fixed it for a while
154	neg	But it started doing it again a few weeks later and while trying to fix it myself again it finally broke
154	neg	Definitely not happy with it and even less pleased with logitechs lack of customer service
154	neg	Definitely won't be buying any more of their products
155	pos	I've purchased Logitech products since the 90s and have been an avid game, and they are always known for having top quality egonomics
155	neg	The g502 does not meet my expectations in for a daily use nor gaming mouse
